OBJECTID,Stop_Number,Stop_Description,Shelter,Boarding_Allowed,Debarking_Allowed,Express_Stop,Accessible,Routes_Service,District,Zone,Latitude,Longitude,Effective_Date,x,y
1983,2475,TOMKEN RD at MID-WAY BLVD,0,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 105,43.659934,-79.67675,2025/09/01,-79.67675,43.6599340000001
1984,2476,TOMKEN RD at PACIFIC GATE,0,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 105,43.662358,-79.680284,2025/09/01,-79.680284,43.662358
1985,2477,TOMKEN RD at DERRY RD,0,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 105,43.665347,-79.684138,2025/09/01,-79.684138,43.665347
1986,2478,TOMKEN RD at GANA CRT,0,1,1,0,0,51,NORTHEAST 1,TRAFFIC ZONE 26,43.666821,-79.686226,2025/09/01,-79.686226,43.666821
1987,2479,TOMKEN RD at CARDIFF BLVD,0,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 26,43.668522,-79.688583,2025/09/01,-79.6885829999999,43.668522
1988,2481,LORIMAR DR south of CARDIFF BLVD,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 26,43.668489,-79.685657,2025/09/01,-79.6856569999999,43.6684890000001
1989,2482,LORIMAR DR at MAXWELL RD,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 26,43.669749,-79.683014,2025/09/01,-79.683014,43.6697490000001
1990,2483,DERRY RD at EDWARDS BLVD,1,1,1,0,1,18/42,GATEWAY,TRAFFIC ZONE 21,43.648253,-79.703458,2025/09/01,-79.703458,43.6482530000001
1991,2484,TOMKEN RD at PACIFIC GATE,0,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 105,43.662756,-79.681218,2025/09/01,-79.6812179999999,43.6627560000001
1992,2485,TOMKEN RD at MID-WAY BLVD,1,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 105,43.660013,-79.677557,2025/09/01,-79.677557,43.660013
1993,2486,TOMKEN RD at PACIFIC CIR,1,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 105,43.65724,-79.673761,2025/09/01,-79.673761,43.6572400000001
1994,2487,TOMKEN RD at COURTNEYPARK DR,1,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 105,43.654443,-79.670127,2025/09/01,-79.670127,43.6544430000001
1995,2488,TOMKEN RD at TRISTAR DR,1,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 103,43.652833,-79.667918,2025/09/01,-79.667918,43.652833
1996,2489,TOMKEN RD at MEYERSIDE DR,1,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 103,43.650866,-79.665283,2025/09/01,-79.665283,43.6508660000001
1997,2490,FALCONER DR north of PLAINSMAN RD,0,1,1,0,1,44,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 118,43.597569,-79.727894,2025/09/01,-79.7278939999999,43.5975690000001
1998,2492,LORIMAR DR east of MAXWELL RD,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 26,43.671052,-79.68152,2025/09/01,-79.68152,43.671052
1999,2493,CARDIFF BLVD at KHALSA DR,1,1,1,0,1,5/15,NORTHEAST 1,TRAFFIC ZONE 26,43.673623,-79.680403,2025/09/01,-79.680403,43.6736230000001
2000,2494,TOMKEN RD at DERRY RD,1,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 26,43.665775,-79.685369,2025/09/01,-79.685369,43.6657750000001
2001,2495,CREDITVIEW RD at BRITANNIA RD,1,1,1,0,1,38/314,EAST CREDIT,TRAFFIC ZONE 91,43.597394,-79.711467,2025/09/01,-79.711467,43.5973940000001
2002,2496,ARGENTIA RD at CREDITVIEW RD,0,1,1,0,1,38/108,STREETSVILLE,TRAFFIC ZONE 118,43.608864,-79.727761,2025/09/01,-79.727761,43.608864
2003,2497,DERRY RD at HURONTARIO ST,1,1,1,0,1,18/42,GATEWAY,TRAFFIC ZONE 20,43.64571,-79.706277,2025/09/01,-79.7062769999999,43.6457100000001
2004,2498,DERRY RD at KENNEDY RD,1,1,1,0,1,18/42,GATEWAY,TRAFFIC ZONE 21,43.655375,-79.695566,2025/09/01,-79.695566,43.655375
2005,2499,DERRY RD at KENNEDY RD,1,1,1,0,1,18/42,GATEWAY,TRAFFIC ZONE 21,43.656315,-79.695087,2025/09/01,-79.6950869999999,43.6563150000001
2006,2500,COURTNEYPARK DR west of NETHERHART RD,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.671166,-79.649601,2025/09/01,-79.649601,43.671166
2007,2502,DIXIE RD at MEYERSIDE DR,1,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 104,43.660236,-79.653819,2025/09/01,-79.6538189999999,43.660236
2008,2503,DIXIE RD at COURTNEYPARK DR,1,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 104,43.663131,-79.657694,2025/09/01,-79.6576939999999,43.6631310000001
2009,2505,FINANCIAL DR at 6768 FINANCIAL DR,1,1,1,0,1,42/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 18,43.609928,-79.740141,2025/09/01,-79.7401409999999,43.609928
2010,2506,GLEN ERIN DR at CREDIT VALLEY RD,0,1,1,0,1,13,CENTRAL ERIN MILLS,TRAFFIC ZONE 83,43.552704,-79.707923,2025/09/01,-79.7079229999999,43.5527040000001
2011,2507,DERRY RD west of DIXIE RD,1,1,1,0,1,15/18/42,NORTHEAST 1,TRAFFIC ZONE 26,43.674476,-79.675453,2025/09/01,-79.6754529999999,43.674476
2012,2508,GLEN ERIN DR at EGLINTON AVE,0,1,1,0,1,13,CENTRAL ERIN MILLS,TRAFFIC ZONE 83,43.553883,-79.71177,2025/09/01,-79.7117699999999,43.553883
2013,2509,CARDIFF BLVD at TRANSMARK CRT,1,1,1,0,1,5/15,NORTHEAST 1,TRAFFIC ZONE 26,43.673664,-79.68314,2025/09/01,-79.68314,43.673664
2014,2510,CARDIFF BLVD at LORIMAR DR,1,1,1,0,1,15,NORTHEAST 1,TRAFFIC ZONE 26,43.669541,-79.687904,2025/09/01,-79.6879039999999,43.669541
2015,2513,TOMKEN RD at GANA CRT,1,1,1,0,1,15/51,NORTHEAST 1,TRAFFIC ZONE 26,43.666863,-79.686746,2025/09/01,-79.686746,43.666863
2016,2514,DERRY RD at TOMKEN RD,1,1,1,0,1,18/42,NORTHEAST 1,TRAFFIC ZONE 105,43.666156,-79.684008,2025/09/01,-79.6840079999999,43.6661560000001
2017,2515,DERRY RD at MAXWELL RD,0,1,1,0,1,15/18/42,NORTHEAST 1,TRAFFIC ZONE 105,43.66827,-79.681506,2025/09/01,-79.681506,43.6682700000001
2018,2516,DERRY RD at COLUMBUS RD,1,1,1,0,1,15/18/42,NORTHEAST 1,TRAFFIC ZONE 105,43.671196,-79.678391,2025/09/01,-79.678391,43.6711960000001
2019,2517,CREDITVIEW RD at WILLOWVALE GDNS,0,1,1,0,1,38,EAST CREDIT,TRAFFIC ZONE 4,43.583128,-79.692482,2025/09/01,-79.692482,43.583128
2020,2518,HURONTARIO ST at DERRY RD,1,1,1,0,1,17/103,GATEWAY,TRAFFIC ZONE 20,43.646173,-79.70656,2025/09/01,-79.70656,43.646173
2021,2519,BURNHAMTHORPE RD at SUSSEX GATE,1,1,1,0,1,26/312,CITY CENTRE,TRAFFIC ZONE 72,43.592049,-79.636803,2025/09/01,-79.636803,43.592049
2022,2520,DIXIE RD at COURTNEYPARK DR,1,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 105,43.663569,-79.658999,2025/09/01,-79.6589989999999,43.6635690000001
2023,2521,DIXIE RD at MEYERSIDE DR,1,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 103,43.660577,-79.654923,2025/09/01,-79.6549229999999,43.660577
2024,2529,NETHERHART RD at 6227 NETHERHART RD,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.665278,-79.643556,2025/09/01,-79.643556,43.6652780000001
2025,2536,HURONTARIO ST south of CENTRAL PKY,1,1,1,0,1,2/53,FAIRVIEW,TRAFFIC ZONE 72,43.588518,-79.628422,2025/09/01,-79.6284219999999,43.5885180000001
2026,2538,NETHERHART RD at ROMANI CRT,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.662647,-79.641953,2025/09/01,-79.6419529999999,43.662647
2027,2539,NETHERHART RD north of ROMANI CRT,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.664128,-79.643793,2025/09/01,-79.643793,43.6641280000001
2028,2540,NETHERHART RD south of MEYERSIDE DR,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.668027,-79.643097,2025/09/01,-79.643097,43.668027
2029,2544,DERRY RD at TERRAGAR BLVD,1,1,1,0,1,39/90,LISGAR,TRAFFIC ZONE 16,43.581724,-79.778843,2025/09/01,-79.7788429999999,43.5817240000001
2030,2545,DERRY RD at TELFORD WAY,1,1,1,0,1,18/42,NORTHEAST 2,TRAFFIC ZONE 24,43.680502,-79.66872,2025/09/01,-79.66872,43.6805020000001
2031,2546,DERRY RD at CARDIFF BLVD,1,1,1,0,1,15/18/42,NORTHEAST 1,TRAFFIC ZONE 26,43.672199,-79.677922,2025/09/01,-79.677922,43.672199
2032,2547,DERRY RD at MAXWELL RD,1,1,1,0,1,18/42,NORTHEAST 1,TRAFFIC ZONE 26,43.669379,-79.680874,2025/09/01,-79.680874,43.669379
2033,2548,DERRY RD at TOMKEN RD,1,1,1,0,0,18/42,NORTHEAST 1,TRAFFIC ZONE 26,43.666269,-79.684477,2025/09/01,-79.684477,43.666269
2034,2549,AMBLER DR at JAYSON CRT,0,1,1,0,1,73,NORTHEAST 1,TRAFFIC ZONE 9,43.639861,-79.645762,2025/09/01,-79.6457619999999,43.6398610000001
2035,2550,DERRY RD at MENKES DR,1,1,1,0,1,18/42,NORTHEAST 2,TRAFFIC ZONE 24,43.67965,-79.669049,2025/09/01,-79.669049,43.67965
2036,2551,BRISTOL RD east of SWIFTCURRENT TRAIL,0,1,1,0,1,10,HURONTARIO,TRAFFIC ZONE 89,43.610856,-79.667496,2025/09/01,-79.667496,43.6108560000001
2037,2552,KENNEDY RD at WATLINE AVE,0,1,1,0,1,25/39/53,GATEWAY,TRAFFIC ZONE 93,43.629595,-79.660387,2025/09/01,-79.660387,43.6295950000001
2038,2553,DERRY RD at BRAMALEA RD,1,1,1,0,1,18/42,NORTHEAST 2,TRAFFIC ZONE 24,43.684441,-79.663658,2025/09/01,-79.6636579999999,43.684441
2039,2554,ARGENTIA RD east of KITIMAT RD,0,1,1,0,1,38/44/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 11,43.604512,-79.734024,2025/09/01,-79.734024,43.604512
2040,2555,DERRY RD at VANGUARD DR,1,1,1,0,1,18/42,AIRPORT,TRAFFIC ZONE 25,43.690831,-79.65658,2025/09/01,-79.65658,43.6908310000001
2041,2556,DERRY RD at HURONTARIO ST,1,1,1,0,1,18/42,GATEWAY,TRAFFIC ZONE 20,43.645769,-79.706735,2025/09/01,-79.706735,43.645769
2042,2557,DERRY RD at DERRYCREST DR,1,1,1,0,1,18/42,GATEWAY,TRAFFIC ZONE 20,43.644099,-79.708754,2025/09/01,-79.7087539999999,43.644099
2043,2558,DERRY RD at SAINT BARBARA BLVD,1,1,1,0,1,18/42,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.639509,-79.713827,2025/09/01,-79.713827,43.639509
2044,2559,DERRY RD at MCLAUGHLIN RD,1,1,1,0,1,18/42,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.636977,-79.716742,2025/09/01,-79.716742,43.6369770000001
2045,2560,GLEN ERIN DR at HAZELTON PL,0,1,1,0,1,13,CENTRAL ERIN MILLS,TRAFFIC ZONE 1,43.555801,-79.714497,2025/09/01,-79.7144969999999,43.555801
2046,2561,GLEN ERIN DR at ERIN CENTRE BLVD,1,1,1,0,1,13,CENTRAL ERIN MILLS,TRAFFIC ZONE 1,43.557624,-79.717192,2025/09/01,-79.717192,43.557624
2047,2562,DERRY RD at WEST CREDIT AVE,0,1,1,0,1,42,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.608185,-79.754477,2025/09/01,-79.7544769999999,43.608185
2048,2564,DERRY RD at COPENHAGEN RD,0,1,1,0,1,42,MEADOWVALE,TRAFFIC ZONE 119,43.595291,-79.763554,2025/09/01,-79.7635539999999,43.595291
2049,2565,GLEN ERIN DR at DERRY RD,1,1,1,0,1,42/90,MEADOWVALE,TRAFFIC ZONE 119,43.592564,-79.765356,2025/09/01,-79.7653559999999,43.592564
2050,2566,GLEN ERIN DR at GANANOQUE DR,0,1,1,0,1,42/90,MEADOWVALE,TRAFFIC ZONE 119,43.591445,-79.763397,2025/09/01,-79.7633969999999,43.5914450000001
2051,2567,GLEN ERIN DR at SHELTER BAY RD,0,1,1,0,1,42/90,MEADOWVALE,TRAFFIC ZONE 119,43.588312,-79.760984,2025/09/01,-79.760984,43.588312
2052,2568,GLEN ERIN DR at INLAKE CRT,0,1,1,0,1,13,MEADOWVALE,TRAFFIC ZONE 116,43.577712,-79.742648,2025/09/01,-79.742648,43.5777120000001
2053,2569,GLEN ERIN DR at NORTH WINDWOOD DR,0,1,1,0,1,13,MEADOWVALE,TRAFFIC ZONE 116,43.57854,-79.744943,2025/09/01,-79.744943,43.57854
2054,2570,GLEN ERIN DR at MONTEVIDEO RD,0,1,1,0,1,13,LISGAR,TRAFFIC ZONE 116,43.581647,-79.752598,2025/09/01,-79.752598,43.581647
2055,2571,GLEN ERIN DR at INLAKE CRT,0,1,1,0,1,13,LISGAR,TRAFFIC ZONE 116,43.577696,-79.743207,2025/09/01,-79.743207,43.5776960000001
2056,2572,BRITANNIA RD east of GLEN ERIN DR,0,1,1,0,1,39,CENTRAL ERIN MILLS,TRAFFIC ZONE 114,43.576102,-79.735834,2025/09/01,-79.7358339999999,43.576102
2057,2573,WINSTON CHURCHILL BLVD at BAYBERRY DR,1,1,1,0,1,38/43,MEADOWVALE,TRAFFIC ZONE 17,43.594744,-79.7805,2025/09/01,-79.7805,43.594744
2058,2574,AVEBURY RD at SANDSTONE DR,0,1,1,0,1,25/70,GATEWAY,TRAFFIC ZONE 8,43.622823,-79.68193,2025/09/01,-79.68193,43.622823
2059,2575,MATHESON BLVD east of MATHESON BLVD,0,1,1,0,1,39/43,NORTHEAST 1,TRAFFIC ZONE 101,43.646985,-79.624144,2025/09/01,-79.6241439999999,43.646985
2060,2577,ROBERT SPECK PKY at CITY CENTRE DR,1,1,1,1,1,2/10,CITY CENTRE,TRAFFIC ZONE 79,43.595264,-79.639877,2025/09/01,-79.639877,43.595264
2061,2580,MAVIS RD north of BRISTOL RD,0,1,1,0,1,61,HURONTARIO,TRAFFIC ZONE 6,43.600628,-79.682712,2025/09/01,-79.682712,43.600628
2062,2581,AQUITAINE AVE at WINSTON CHURCHILL BLVD,1,1,1,0,1,38/39/43/46/90,MEADOWVALE,TRAFFIC ZONE 119,43.583154,-79.763369,2025/09/01,-79.763369,43.583154
2063,2582,AQUITAINE AVE at EDENWOOD DR,0,1,1,0,1,46,MEADOWVALE,TRAFFIC ZONE 38,43.581893,-79.765166,2025/09/01,-79.765166,43.581893
2064,2584,AQUITAINE AVE at TENTH LINE,0,1,1,0,1,46,MEADOWVALE,TRAFFIC ZONE 38,43.579194,-79.769556,2025/09/01,-79.769556,43.579194
2065,2585,RATHBURN RD at LIVING ARTS DR,0,1,1,0,1,9/28/61/66,CITY CENTRE,TRAFFIC ZONE 79,43.59112,-79.650244,2025/09/01,-79.650244,43.59112
2066,2587,TRELAWNY CIR at MOCKINGBIRD LANE,0,1,1,0,1,46,MEADOWVALE,TRAFFIC ZONE 15,43.578069,-79.770483,2025/09/01,-79.770483,43.578069
2067,2588,AQUITAINE AVE at EDENWOOD DR,0,1,1,0,1,46,MEADOWVALE,TRAFFIC ZONE 38,43.581067,-79.76626,2025/09/01,-79.76626,43.5810670000001
2068,2589,AQUITAINE AVE at WINSTON CHURCHILL BLVD,0,1,1,0,1,46,MEADOWVALE,TRAFFIC ZONE 38,43.582562,-79.763814,2025/09/01,-79.763814,43.5825620000001
2069,2590,DERRY RD at EDWARDS BLVD,1,1,1,0,1,18/42,GATEWAY,TRAFFIC ZONE 21,43.64906,-79.70313,2025/09/01,-79.70313,43.6490600000001
2070,2591,CARDIFF BLVD east of TOMKEN RD,1,1,1,0,1,5/15,NORTHEAST 1,TRAFFIC ZONE 26,43.671594,-79.685564,2025/09/01,-79.6855639999999,43.671594
2071,2592,KITIMAT RD at MISSISSAUGA RD,0,1,1,0,1,43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 12,43.597466,-79.733729,2025/09/01,-79.733729,43.597466
2072,2594,CREDITVIEW RD south of DERRY RD,0,1,1,0,1,42,MEADOWVALE VILLAGE,TRAFFIC ZONE 18,43.613431,-79.743804,2025/09/01,-79.743804,43.613431
2073,2595,NETHERHART RD south of COURTNEYPARK DR,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.671478,-79.647845,2025/09/01,-79.647845,43.671478
2074,2596,COURTNEYPARK DR at 1801 COURTNEYPARK DR,1,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.66922,-79.651815,2025/09/01,-79.651815,43.66922
2075,2597,COURTNEYPARK DR at 1750 COURTNEYPARK DR,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.66811,-79.653117,2025/09/01,-79.653117,43.6681100000001
2076,2598,COURTNEYPARK DR at VAN DEEMTER CRT,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.666314,-79.655093,2025/09/01,-79.655093,43.6663140000001
2077,2599,MISSISSAUGA RD at ALPHA MILLS RD,0,1,1,0,1,43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 118,43.593317,-79.729649,2025/09/01,-79.7296489999999,43.5933170000001
2078,2601,THE COLLEGEWAY at SOUTH MILLWAY,1,1,1,0,1,1/36/48,ERIN MILLS,TRAFFIC ZONE 213,43.541585,-79.681671,2025/09/01,-79.6816709999999,43.5415850000001
2079,2602,MAVIS RD south of  PRESTON MANOR DR,1,1,1,0,1,61,EAST CREDIT,TRAFFIC ZONE 7,43.600907,-79.683462,2025/09/01,-79.683462,43.6009070000001
2080,2603,DERRY RD at CATTRICK ST,1,1,1,0,1,18/42,AIRPORT,TRAFFIC ZONE 25,43.699142,-79.647432,2025/09/01,-79.647432,43.699142
2081,2605,DIXIE RD at SHAWSON DR,1,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 103,43.652982,-79.644664,2025/09/01,-79.644664,43.6529820000001
2082,2606,DIXIE RD at BRITANNIA RD,1,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 103,43.654721,-79.647055,2025/09/01,-79.647055,43.6547210000001
2083,2607,DERRY RD at AIRPORT RD,1,1,1,0,1,18/42,MALTON,TRAFFIC ZONE 108,43.702934,-79.643005,2025/09/01,-79.643005,43.702934
2084,2608,HURONTARIO ST at STRATHAVEN DR,1,1,1,0,1,17,HURONTARIO,TRAFFIC ZONE 90,43.610597,-79.658057,2025/09/01,-79.658057,43.610597
2085,2609,MEADOWVALE BLVD west of MISSISSAUGA RD,0,1,1,0,1,108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.611113,-79.757083,2025/09/01,-79.757083,43.611113
2086,2612,HURONTARIO ST at SIR LOU DR,0,1,1,0,1,103,BRAMPTON,Brampton TZ 126,43.661751,-79.727662,2025/09/01,-79.727662,43.661751
2087,2613,HURONTARIO ST at RAY LAWSON BLVD,0,1,1,0,1,103,BRAMPTON,Brampton TZ 126,43.658607,-79.723592,2025/09/01,-79.7235919999999,43.6586070000001
2088,2614,HURONTARIO ST at NORTH COUNTY COURT BLVD,0,1,1,0,1,103,BRAMPTON,Brampton TZ 126,43.661618,-79.726958,2025/09/01,-79.726958,43.661618
2089,2615,DIXIE RD north of DERRY RD,1,1,1,0,1,15,NORTHEAST 1,TRAFFIC ZONE 26,43.679023,-79.679064,2025/09/01,-79.679064,43.679023
2090,2616,BRAMPTON GATEWAY TERMINAL,0,1,1,0,1,103,BRAMPTON,Brampton TZ 167,43.666356,-79.73375,2025/09/01,-79.73375,43.6663560000001
2091,2617,WINSTON CHURCHILL BLVD at DERRY RD,0,1,1,0,1,38/43,MEADOWVALE,TRAFFIC ZONE 119,43.588093,-79.770816,2025/09/01,-79.770816,43.5880930000001
2092,2618,EXPLORER DR at SHUTTLE DR,0,1,1,0,1,74,AIRPORT CORPORATE,TRAFFIC ZONE 102,43.662898,-79.604417,2025/09/01,-79.604417,43.662898
2093,2619,EXPLORER DR at SHUTTLE DR,0,1,1,0,0,74,AIRPORT CORPORATE,TRAFFIC ZONE 102,43.663332,-79.603824,2025/09/01,-79.603824,43.663332
2094,2621,EGLINTON AVE at DIXIE RD,1,1,1,0,1,7/35,NORTHEAST 1,,43.636162,-79.620498,2025/09/01,-79.6204979999999,43.6361620000001
2095,2622,QUEENSWAY at TRILLIUM HOSPITAL,1,1,1,0,1,4/28/103,COOKSVILLE,,43.572075,-79.609828,2025/09/01,-79.6098279999999,43.572075
2096,2623,DIXIE RD at DERRY RD,1,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 106,43.675931,-79.675001,2025/09/01,-79.675001,43.675931
2097,2631,MATHESON BLVD west of CREEKBANK RD,0,1,1,0,1,39/43,NORTHEAST 1,TRAFFIC ZONE 101,43.647192,-79.624236,2025/09/01,-79.6242359999999,43.6471920000001
2098,2632,DIXIE RD at DREW RD,1,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 106,43.681121,-79.682008,2025/09/01,-79.6820079999999,43.6811210000001
2099,2634,DREW RD east of BRAMALEA RD,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 107,43.69057,-79.668857,2025/09/01,-79.6688569999999,43.69057
2100,2635,DREW RD at BRAMALEA RD,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 107,43.689951,-79.669827,2025/09/01,-79.6698269999999,43.6899510000001
2101,2636,GLEN ERIN DR at BRITANNIA RD,1,1,1,0,1,13,CENTRAL ERIN MILLS,TRAFFIC ZONE 114,43.574403,-79.737355,2025/09/01,-79.737355,43.5744030000001
2102,2637,DIXIE RD at BRITANNIA RD,1,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 113,43.65485,-79.64641,2025/09/01,-79.6464099999999,43.6548500000001
2103,2638,DIXIE RD at SHAWSON DR,1,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 113,43.652081,-79.642871,2025/09/01,-79.642871,43.6520810000001
2104,2639,COMMERCE BLVD north of SKYMARK AVE,0,1,1,0,1,39/57,AIRPORT CORPORATE,TRAFFIC ZONE 102,43.664278,-79.593438,2025/09/01,-79.5934379999999,43.6642780000001
2105,2641,TOMKEN RD at BREVIK PL,0,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 9,43.634512,-79.642872,2025/09/01,-79.642872,43.634512
2106,2642,TOMKEN RD at MEYERSIDE DR,0,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 103,43.650723,-79.664629,2025/09/01,-79.6646289999999,43.650723
2107,2643,TOMKEN RD at TRISTAR DR,0,1,1,0,1,51,NORTHEAST 1,TRAFFIC ZONE 103,43.652727,-79.66735,2025/09/01,-79.6673499999999,43.652727
2108,2644,BATTLEFORD RD at MONTEVIDEO RD,0,1,1,0,1,48,MEADOWVALE,TRAFFIC ZONE 119,43.585129,-79.747312,2025/09/01,-79.747312,43.5851290000001
2109,2645,BATTLEFORD RD at MONTEVIDEO RD,1,1,1,0,1,48,MEADOWVALE,TRAFFIC ZONE 116,43.585033,-79.746794,2025/09/01,-79.746794,43.5850330000001
2110,2647,COURTNEYPARK DR at DIXIE RD,1,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 103,43.662905,-79.658613,2025/09/01,-79.6586129999999,43.6629050000001
2111,2648,BATTLEFORD RD at ERIN MILLS PKY,1,1,1,0,1,48,MEADOWVALE,TRAFFIC ZONE 116,43.58564,-79.743003,2025/09/01,-79.743003,43.5856400000001
2112,2649,LAKESHORE RD at SOUTHDOWN RD,0,1,1,0,1,23/29,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.511514,-79.629784,2025/09/01,-79.629784,43.511514
2113,2650,THAMESGATE DR at BATH RD,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 27,43.712987,-79.659399,2025/09/01,-79.659399,43.7129870000001
2114,2651,BATH RD south of THAMESGATE DR,0,1,1,0,0,15,NORTHEAST 2,TRAFFIC ZONE 27,43.711791,-79.657998,2025/09/01,-79.657998,43.7117910000001
2115,2652,BATH RD at SLOUGH ST,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 27,43.710927,-79.656528,2025/09/01,-79.656528,43.710927
2116,2653,SLOUGH ST west of BATH RD,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 27,43.709521,-79.657863,2025/09/01,-79.657863,43.709521
2117,2654,SLOUGH ST at RENA RD,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 27,43.710178,-79.660964,2025/09/01,-79.660964,43.710178
2118,2655,DIXIE RD at TRINITY DR,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 104,43.65804,-79.650891,2025/09/01,-79.6508909999999,43.65804
2119,2656,RENA RD at SLOUGH ST,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 27,43.710002,-79.662817,2025/09/01,-79.662817,43.710002
2120,2657,RENA RD at BREN RD,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 27,43.708002,-79.665009,2025/09/01,-79.6650089999999,43.7080020000001
2121,2658,RENA RD at TORBRAM RD,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 27,43.706215,-79.667022,2025/09/01,-79.667022,43.706215
2122,2659,TORBRAM RD at KIMBEL ST,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 107,43.701858,-79.663091,2025/09/01,-79.663091,43.7018580000001
2123,2660,WINSTON CHURCHILL BLVD at DANTON PROMENADE,0,1,1,0,1,38/43,MEADOWVALE,TRAFFIC ZONE 119,43.590167,-79.773622,2025/09/01,-79.773622,43.5901670000001
2124,2661,WINSTON CHURCHILL BLVD at TRADEWIND DR,0,1,1,0,1,38/43,MEADOWVALE,TRAFFIC ZONE 120,43.592322,-79.776602,2025/09/01,-79.776602,43.5923220000001
2125,2662,WINSTON CHURCHILL BLVD at CROSSCURRENT DR,0,1,1,0,1,38/43,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 120,43.594615,-79.779781,2025/09/01,-79.779781,43.594615
2126,2663,HURONTARIO ST at TRAILWOOD DR,1,1,1,0,1,17,HURONTARIO,TRAFFIC ZONE 90,43.612115,-79.660044,2025/09/01,-79.660044,43.6121150000001
2127,2664,DREW RD at KIMBEL ST,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 107,43.695896,-79.663056,2025/09/01,-79.663056,43.6958960000001
2128,2666,DREW RD west of TORBRAM RD,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 107,43.698241,-79.660409,2025/09/01,-79.660409,43.698241
2129,2667,BRISTOL RD east of MCLAUGHLIN RD,0,1,1,0,1,10,HURONTARIO,TRAFFIC ZONE 89,43.603523,-79.670668,2025/09/01,-79.670668,43.6035230000001
2130,2671,BATTLEFORD RD west of ERIN MILLS PKY,0,1,1,0,1,48,MEADOWVALE,TRAFFIC ZONE 119,43.585664,-79.74439,2025/09/01,-79.7443899999999,43.5856640000001
