FID,NODE_ID,INT_DESC,INT_TYPE,ELEVATION,STATUS,OWNER,UTM_X,UTM_Y,CRTDT_GIS,UPDDT_GIS,x,y
6965,347189,HOMELANDS DR/THORN LODGE DR,ALLWAY,CONN,OPEN,MISS,607955.65,4820076.84,11/8/2001 12:16:46 PM,,-8868165.33097186,5392354.11699896
6966,346732,UNNAMED URES/WOODCHESTER DR,ROAD,CONN,OPEN,MISS,607015.62,4820100.6,11/8/2001 12:16:45 PM,4/1/2003 11:30:04 AM,-8869459.39876351,5392407.72919363
6967,347748,FIFTH LINE WEST/LEANNE BLVD,ROAD,CONN,OPEN,MISS,608824.81,4820102.17,11/8/2001 12:16:48 PM,,-8866967.79573029,5392369.75752664
6968,348282,ROBILLARD RD/SOUTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,609528.44,4820157.97,11/8/2001 12:16:50 PM,,-8865997.52001307,5392431.08246417
6969,346750,UNNAMED URES,ROAD,CONN,OPEN,MISS,607061.8,4820159.71,11/8/2001 12:16:45 PM,4/1/2003 11:30:15 AM,-8869394.4994435,5392488.41125974
6970,347683,FIFTH LINE WEST/FOWLER CRT/FOWLER LANE,ROAD,CONN,OPEN,MISS,608720.16,4820161.85,11/8/2001 12:16:48 PM,,-8867110.58581834,5392454.58041311
6971,347198,THORN LODGE DR/WADDING CRES,ROAD,CONN,OPEN,MISS,607982.29,4820165.8,11/8/2001 12:16:46 PM,,-8868126.67359557,5392476.47240988
6972,347160,ARIOSO CRT/WADDING CRES,ROAD,CONN,OPEN,MISS,607901.97,4820176.18,11/8/2001 12:16:46 PM,,-8868237.06694848,5392492.60661014
6973,347493,MALDEN CRT/VARENCY DR,ROAD,CONN,OPEN,MISS,608444.84,4820211.98,11/8/2001 12:16:47 PM,,-8867488.6371081,5392530.00202181
6974,347751,FOWLER CRT,RDEND,CONN,OPEN,MISS,608819.03,4820214.57,11/8/2001 12:16:48 PM,,-8866973.24832577,5392525.23457309
6975,347211,THORN LODGE DR/WAYCROSS CRES,ALLWAY,CONN,OPEN,MISS,607996.75,4820233.66,11/8/2001 12:16:46 PM,,-8868105.2645701,5392569.94889605
6976,346872,THORN LODGE DR,WATER,BYPASS,OPEN,MISS,607321.88,4820238.69,11/8/2001 12:16:45 PM,,-8869034.58531353,5392591.8278395
6977,346803,UNNAMED URES,RDEND,CONN,OPEN,MISS,607141.62,4820259.87,11/8/2001 12:16:45 PM,4/1/2003 11:29:54 AM,-8869282.37398461,5392625.08623022
6978,347136,ARIOSO CRT,RDEND,CONN,OPEN,MISS,607853.41,4820262.42,11/8/2001 12:16:46 PM,12/17/2002 2:17:04 PM,-8868302.03785885,5392612.86764327
6979,347610,FIFTH LINE WEST/MALDEN CRT/SPRINGFIELD RD,ALLWAY,CONN,OPEN,MISS,608610.25,4820268.28,11/8/2001 12:16:48 PM,,-8867259.58086104,5392604.13160662
6980,347805,ERIN MILLS PKY/FOWLER DR/LEANNE BLVD,SIGNAL,CONN,OPEN,PEEL,608895.63,4820269.79,11/8/2001 12:16:48 PM,,-8866866.52344733,5392599.83141888
6981,347270,DEL FIORE DR/WAYCROSS CRES,ROAD,CONN,OPEN,MISS,608090.59,4820296.32,11/8/2001 12:16:46 PM,,-8867974.63996597,5392654.46451832
6982,348402,CHIPPENDALE RD/SPRINGWELL AVE,ROAD,CONN,OPEN,MISS,609707.03,4820297.61,11/8/2001 12:16:50 PM,,-8865748.43884992,5392620.04629249
6983,347696,SPRINGFIELD CRT,RDEND,CONN,OPEN,MISS,608737.18,4820303.75,11/8/2001 12:16:48 PM,12/17/2002 12:56:36 PM,-8867083.97654724,5392650.3109111
6984,347763,ERIN MILLS PKY/UNNAMED UCOM,ROAD,CONN,OPEN,PEEL,608845.41,4820313.02,11/8/2001 12:16:48 PM,,-8866934.71557191,5392660.70455501
6985,348043,ROCHE CRT,RDEND,CONN,OPEN,MISS,609159.39,4820317.08,11/8/2001 12:16:49 PM,12/17/2002 2:20:20 PM,-8866502.21215212,5392659.28261522
6986,347478,MALDEN CRT,RDEND,CONN,OPEN,MISS,608422.86,4820319.21,11/8/2001 12:16:47 PM,12/17/2002 12:58:56 PM,-8867516.52565429,5392678.6973589
6987,347559,FIFTH LINE WEST/VARENCY DR,ROAD,CONN,OPEN,MISS,608544.69,4820329.05,11/8/2001 12:16:47 PM,,-8867348.52028344,5392689.58642298
6988,346829,LOANNE DR,RDEND,CONN,OPEN,MISS,607230.63,4820341.56,11/8/2001 12:16:45 PM,12/17/2002 1:01:46 PM,-8869158.0013024,5392736.01913149
6989,371387,UNNAMED UCOM,RDEND,CONN,OPEN,MISS,608873.18,4820347.8,12/11/2002 3:00:04 PM,12/11/2002 3:00:35 PM,-8866895.69186089,5392708.14525394
6990,347660,SPRINGFIELD CRT/SPRINGFIELD RD,ROAD,CONN,OPEN,MISS,608689.34,4820352.55,11/8/2001 12:16:48 PM,12/17/2002 12:56:23 PM,-8867148.77834039,5392718.82530306
6991,348354,CHIPPENDALE RD/SOUTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,609647.35,4820356.69,11/8/2001 12:16:50 PM,,-8865829.30001483,5392703.0513442
6992,346995,LIRUMA RD/THORN LODGE DR,ALLWAY,CONN,OPEN,MISS,607554.78,4820361.72,11/8/2001 12:16:46 PM,,-8868711.12258283,5392756.73246416
6993,347310,SPEYSIDE DR/WAYCROSS CRES,ROAD,CONN,OPEN,MISS,608154.65,4820364.29,11/8/2001 12:16:47 PM,,-8867884.90102843,5392746.97474481
6994,348445,MEDALLION CRT,RDEND,CONN,OPEN,MISS,609766.89,4820365.35,11/8/2001 12:16:50 PM,,-8865664.47325347,5392712.32357536
6995,347154,THORN LODGE DR/WAYCROSS CRES,ALLWAY,CONN,OPEN,MISS,607882.76,4820369.1,11/8/2001 12:16:46 PM,,-8868259.25430576,5392759.66201942
6996,347148,THORN LODGE DR/WADDING CRES,ROAD,CONN,OPEN,MISS,607865.66,4820385.53,11/8/2001 12:16:46 PM,,-8868282.44743814,5392782.74543048
6997,347891,FOWLER DR/ROCHE CRT/UNNAMED UCOM,ALLWAY,CONN,OPEN,MISS,608979.27,4820387.68,11/8/2001 12:16:48 PM,,-8866748.69893679,5392760.89562655
6998,347829,UNNAMED UCOM,ROAD,CONN,OPEN,MISS,608944.1,4820394.95,11/8/2001 12:16:48 PM,12/11/2002 3:00:25 PM,-8866796.97379442,5392771.72603455
6999,347042,CLEARY CRT/THORN LODGE DR,ROAD,CONN,OPEN,MISS,607649.81,4820412.16,11/8/2001 12:16:46 PM,,-8868579.12711648,5392824.34656683
7000,347125,THORN LODGE DR,WATER,BYPASS,OPEN,MISS,607823.91,4820422.44,11/8/2001 12:16:46 PM,,-8868339.13019076,5392834.6881242
7001,347184,DEL FIORE DR/WAYCROSS CRES,ROAD,CONN,OPEN,MISS,607947.99,4820435.96,11/8/2001 12:16:46 PM,,-8868167.93286969,5392850.62705651
7002,347091,PERRAN DR/THORN LODGE DR,ROAD,CONN,OPEN,MISS,607740.84,4820441.7,11/8/2001 12:16:46 PM,,-8868453.10856937,5392863.15453497
7003,347665,ERIN MILLS PKY/UNNAMED UCOM,SIGNAL,CONN,OPEN,PEEL,608701.28,4820444.48,11/8/2001 12:16:48 PM,,-8867130.2921905,5392845.61595687
7004,348460,PIERRE PL,RDEND,CONN,OPEN,MISS,609781.23,4820454.94,11/8/2001 12:16:50 PM,12/18/2002 8:34:01 AM,-8865642.71297789,5392835.81278083
7005,346930,LIRUMA RD/WESTMAN RD,ROAD,CONN,OPEN,MISS,607447.56,4820466.31,11/8/2001 12:16:45 PM,,-8868856.48846892,5392903.65791535
7006,347462,FIFTH LINE WEST/SHERIDAN PARK DR,ALLWAY,CONN,OPEN,MISS,608397.02,4820464.57,11/8/2001 12:16:47 PM,,-8867548.87734951,5392880.18266934
7007,347011,CLEARY CRT,RDEND,CONN,OPEN,MISS,607590.04,4820469.78,11/8/2001 12:16:46 PM,12/17/2002 1:03:13 PM,-8868660.17889546,5392905.30637485
7008,371384,UNNAMED UCOM,RDEND,CONN,OPEN,MISS,608728,4820475.32,12/11/2002 2:59:09 PM,12/11/2002 3:00:53 PM,-8867092.80385132,5392887.64187421
7009,348405,QUEEN ELIZABETH WAY/QUEEN ELIZABETH WAY,ROAD,CONN,OPEN,PROV,609709.75,4820479.37,11/8/2001 12:16:50 PM,,-8865740.60422033,5392871.18952493
7010,347564,SPRINGFIELD CRT,RDEND,CONN,OPEN,MISS,608552.97,4820480.87,11/8/2001 12:16:47 PM,12/17/2002 12:56:12 PM,-8867333.73995343,5392899.23131957
7011,348429,PIERRE PL/SOUTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,609748.21,4820486.97,11/8/2001 12:16:50 PM,12/18/2002 8:34:20 AM,-8865687.46044208,5392880.83676867
7012,347225,SPEYSIDE DR/WAYCROSS CRES,ROAD,CONN,OPEN,MISS,608020.9,4820494.85,11/8/2001 12:16:46 PM,,-8868066.22674689,5392930.39779959
7013,347377,OPAL CRT,RDEND,CONN,OPEN,MISS,608259.31,4820496.38,11/8/2001 12:16:47 PM,12/12/2002 8:41:05 AM,-8867737.84098787,5392927.20923365
7014,347615,ERIN MILLS PKY/UNNAMED UCOM,ROAD,CONN,OPEN,PEEL,608616.12,4820518.74,11/8/2001 12:16:48 PM,,-8867245.91562712,5392950.1541299
7015,346894,LIRUMA RD/LOANNE DR,ROAD,CONN,OPEN,MISS,607382.33,4820529.12,11/8/2001 12:16:45 PM,,-8868944.93814901,5392991.90425928
7016,347063,PERRAN DR/WESTMAN RD,ROAD,CONN,OPEN,MISS,607687.97,4820532.86,11/8/2001 12:16:46 PM,,-8868523.90935402,5392990.32415462
7017,346976,BELFAST CRES/WESTMAN RD,ROAD,CONN,OPEN,MISS,607519.9,4820545.79,11/8/2001 12:16:46 PM,,-8868755.10236328,5393011.909001
7018,348419,QUEEN ELIZABETH WAY/QUEEN ELIZABETH WAY,ROAD,CONN,OPEN,PROV,609739.21,4820546.15,11/8/2001 12:16:50 PM,5/24/2023 1:43:53 PM,-8865698.53176045,5392962.82856062
7019,381824,UNNAMED URES,ROAD,CONN,OPEN,MISS,608372.97,4820548.25,5/30/2003 2:44:54 PM,6/4/2009 2:24:22 PM,-8867580.14465487,5392996.37174951
7020,347405,FIFTH LINE WEST/OPAL CRT,ROAD,CONN,OPEN,MISS,608303.88,4820552.19,11/8/2001 12:16:47 PM,,-8867675.21253301,5393003.3553236
7021,347641,UNNAMED UCOM,RDEND,CONN,OPEN,MISS,608644.72,4820552.5,11/8/2001 12:16:48 PM,12/11/2002 3:02:16 PM,-8867205.77992716,5392996.17909858
7022,348468,CLARKSON RD N/SOUTH SHERIDAN WAY,SIGNAL,CONN,OPEN,MISS,609804.52,4820557.92,11/8/2001 12:16:50 PM,,-8865608.31452851,5392977.62323528
7023,347014,MISENER CRES/WESTMAN RD,ROAD,CONN,OPEN,MISS,607592.39,4820558.18,11/8/2001 12:16:46 PM,,-8868654.99059215,5393027.43324476
7024,347332,DANUBE CRT,RDEND,CONN,OPEN,MISS,608193.5,4820560.26,11/8/2001 12:16:47 PM,12/12/2002 8:40:40 AM,-8867827.05911916,5393016.96926645
7025,347386,FIFTH LINE WEST/UNNAMED URES,ROAD,CONN,OPEN,MISS,608266.85,4820586.56,11/8/2001 12:16:47 PM,,-8867725.44874225,5393051.68855746
7026,348440,NORTH SHERIDAN WAY/ROBIN DR,ROAD,CONN,OPEN,MISS,609756.46,4820608.52,11/8/2001 12:16:50 PM,,-8865673.37131354,5393048.64722405
7027,347533,ERIN MILLS PKY/LINCOLN GREEN WAY/SHERIDAN PARK DR,SIGNAL,CONN,OPEN,PEEL,608513.81,4820608.6,11/8/2001 12:16:47 PM,,-8867384.83548201,5393076.6478134
7028,347370,DANUBE CRT/FIFTH LINE WEST,ROAD,CONN,OPEN,MISS,608237.84,4820612.49,11/8/2001 12:16:47 PM,12/12/2002 8:40:48 AM,-8867764.83103694,5393088.17651475
7029,347080,MISENER CRES/PERRAN DR,ROAD,CONN,OPEN,MISS,607720.29,4820619.98,11/8/2001 12:16:46 PM,,-8868477.47985597,5393110.01501496
7030,348053,ROBIN DR,RDEND,CONN,OPEN,MISS,609160.59,4820624.41,11/8/2001 12:16:49 PM,12/17/2002 2:33:37 PM,-8866493.67678502,5393084.01854268
7031,347440,UNNAMED URES,RDEND,CONN,OPEN,MISS,608353.44,4820638.56,11/8/2001 12:16:47 PM,,-8867605.0414468,5393121.63213157
7032,381829,UNNAMED URES,RDEND,CONN,OPEN,MISS,608402.81,4820640.5,5/30/2003 2:46:12 PM,,-8867536.99359844,5393123.21161609
7033,347342,FIFTH LINE WEST/SUMMERWOOD CRT,ROAD,CONN,OPEN,MISS,608195.25,4820652.6,11/8/2001 12:16:47 PM,,-8867822.59459792,5393144.56009733
7034,347871,FOWLER DR/NORTH SHERIDAN WAY/UNNAMED UCOM,ALLWAY,CONN,OPEN,MISS,608957.9,4820660.24,11/8/2001 12:16:48 PM,,-8866772.04184035,5393138.09291467
7035,371382,UNNAMED UCOM,RDEND,CONN,OPEN,MISS,608922.3,4820662.25,12/11/2002 2:58:48 PM,12/11/2002 3:00:12 PM,-8866821.03238898,5393141.66734314
7036,348387,ROBIN DR,RDEND,CONN,OPEN,MISS,609690.15,4820670.92,11/8/2001 12:16:50 PM,,-8865763.28412983,5393136.38115953
7037,347237,HAYGATE CRES/RENZONI RD,ROAD,CONN,OPEN,MISS,608032.93,4820675.11,11/8/2001 12:16:46 PM,,-8868045.66480521,5393179.27925697
7038,347484,ERIN MILLS PKY,WATER,BYPASS,OPEN,PEEL,608434.79,4820680.62,11/8/2001 12:16:47 PM,,-8867492.05649296,5393177.95247141
7039,347366,SUMMERWOOD CRT,RDEND,CONN,OPEN,MISS,608226.11,4820690.47,11/8/2001 12:16:47 PM,12/12/2002 8:42:31 AM,-8867779.26131732,5393196.20801233
7040,347110,CUSHING RD/PERRAN DR,ROAD,CONN,OPEN,MISS,607778.92,4820714.97,11/8/2001 12:16:46 PM,,-8868394.631366,5393240.01275996
7041,347293,FIFTH LINE WEST,WATER,BYPASS,OPEN,MISS,608122.44,4820719.27,11/8/2001 12:16:47 PM,,-8867921.40883588,5393238.32394612
7042,347543,MARISA CRT,RDEND,CONN,OPEN,MISS,608527.02,4820730.65,11/8/2001 12:16:47 PM,4/17/2017 10:36:44 AM,-8867363.91336726,5393245.04773367
7043,347900,KNIGHTS CRT,RDEND,CONN,OPEN,MISS,608990.13,4820733.7,11/8/2001 12:16:48 PM,,-8866726.01003409,5393238.89361904
7044,347269,FIFTH LINE WEST/HAYGATE CRES,ALLWAY,CONN,OPEN,MISS,608089.82,4820748.66,11/8/2001 12:16:46 PM,,-8867965.67291443,5393279.67834918
7045,347645,HAMMOND RD/LINCOLN GREEN WAY,ROAD,CONN,OPEN,MISS,608665.1,4820750.14,11/8/2001 12:16:48 PM,,-8867173.31543642,5393268.90271626
7046,347177,HAYGATE CRES/RENZONI RD,ROAD,CONN,OPEN,MISS,607932.22,4820766.99,11/8/2001 12:16:46 PM,,-8868182.34255077,5393308.51648495
7047,347065,CUSHING RD/JENNER CRT,ROAD,CONN,OPEN,MISS,607692.45,4820772.09,11/8/2001 12:16:46 PM,,-8868512.45948607,5393320.87800391
7048,347682,FOWLER DR/LINCOLN GREEN WAY,ROAD,CONN,OPEN,MISS,608720.91,4820778.99,11/8/2001 12:16:48 PM,,-8867095.80392417,5393307.53112556
7049,347986,KNIGHTS CRT/ROBIN DR,ROAD,CONN,OPEN,MISS,609097.43,4820783.25,11/8/2001 12:16:49 PM,,-8866577.11544434,5393304.97699512
7050,348682,HOWAT CRES/WEMBURY RD,ROAD,CONN,OPEN,MISS,610067.41,4820785.9,11/8/2001 12:16:51 PM,,-8865241.11068341,5393286.78296764
7051,347957,ROBIN DR/SEVENOAKS DR,ALLWAY,CONN,OPEN,MISS,609062.4,4820820.69,11/8/2001 12:16:49 PM,,-8866624.52567726,5393357.50927437
7052,347144,PERRAN DR/RENZONI RD,ROAD,CONN,OPEN,MISS,607862.57,4820832.1,11/8/2001 12:16:46 PM,,-8868276.8333097,5393400.05169462
7053,347032,CUSHING RD/HERRIDGE DR,ROAD,CONN,OPEN,MISS,607622.03,4820837.32,11/8/2001 12:16:46 PM,,-8868608.01282514,5393412.60123856
7054,347316,PAULA CRT,RDEND,CONN,OPEN,MISS,608153.84,4820840.85,11/8/2001 12:16:47 PM,12/17/2002 2:14:09 PM,-8867875.45285546,5393405.67254382
7055,347898,ROBIN DR,WATER,BYPASS,OPEN,MISS,608985.36,4820845.35,11/8/2001 12:16:48 PM,11/27/2007 1:07:23 PM,-8866730.08722082,5393393.32732477
7056,348721,CAMELFORD RD/WEMBURY RD,ROAD,CONN,OPEN,MISS,610137.97,4820855.62,11/8/2001 12:16:51 PM,,-8865142.35358944,5393381.54809885
7057,347833,FRIAR TUCK CRT/ROBIN DR,ROAD,CONN,OPEN,MISS,608923.16,4820866.26,11/8/2001 12:16:48 PM,,-8866815.29253186,5393423.62168019
7058,347172,FIFTH LINE WEST/PERRAN DR,ALLWAY,CONN,OPEN,MISS,607922.98,4820901.99,11/8/2001 12:16:46 PM,,-8868192.07055955,5393495.31527275
7059,347719,LINCOLN GREEN CLOSE/LINCOLN GREEN WAY/ROBIN DR,ROAD,CONN,OPEN,MISS,608772.04,4820907.36,11/8/2001 12:16:48 PM,11/14/2007 2:31:28 PM,-8867022.51496841,5393483.81503842
7060,348635,NORTH SHERIDAN WAY/SPRINGBANK RD,ROAD,CONN,OPEN,MISS,610010.55,4820936.71,11/8/2001 12:16:51 PM,,-8865316.01518159,5393496.52348672
7061,347079,HERRIDGE DR/JENNER CRT,ROAD,CONN,OPEN,MISS,607719.34,4820963.36,11/8/2001 12:16:46 PM,,-8868471.21033596,5393584.65489288
7062,347499,HAMMOND RD/MARISA CRT,ALLWAY,CONN,OPEN,MISS,608449.04,4820968.25,11/8/2001 12:16:47 PM,,-8867466.03567438,5393575.19825783
7063,347206,COMET CRT/PAULA CRT/PERRAN DR,ALLWAY,CONN,OPEN,MISS,607992.92,4820984.53,11/8/2001 12:16:46 PM,12/12/2002 8:43:57 AM,-8868093.9232519,5393607.85437808
7064,371271,KIRAN CRT,RDEND,CONN,OPEN,MISS,610188.44,4820988.19,12/6/2002 11:53:30 AM,,-8865069.83989056,5393563.64711299
7065,348514,IFIELD RD/SPRINGBANK RD,ALLWAY,CONN,OPEN,MISS,609853.27,4820989.07,11/8/2001 12:16:50 PM,,-8865531.46401067,5393572.44835176
7066,347296,HAMMOND RD/RATHLIN CRT,ROAD,CONN,OPEN,MISS,608128.83,4821005.66,11/8/2001 12:16:47 PM,,-8867906.24722352,5393634.03862467
7067,371268,KIRAN CRT/SOUTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,610155.88,4821013.99,12/6/2002 11:52:07 AM,,-8865114.10220998,5393600.039258
7068,347847,FRIAR TUCK CRT,RDEND,CONN,OPEN,MISS,608940.24,4821018.09,11/8/2001 12:16:48 PM,12/17/2002 2:34:32 PM,-8866788.38049595,5393633.09999656
7069,347108,FIFTH LINE WEST/HERRIDGE DR,ROAD,CONN,OPEN,MISS,607777.48,4821036.27,11/8/2001 12:16:46 PM,,-8868389.51321138,5393684.14971534
7070,348465,TIPPERARY CRT,RDEND,CONN,OPEN,MISS,609786.58,4821037.83,11/8/2001 12:16:50 PM,12/17/2002 2:36:44 PM,-8865622.21628186,5393641.34368775
7071,347812,LINCOLN GREEN CLOSE,RDEND,CONN,OPEN,MISS,608900.49,4821068.13,11/8/2001 12:16:48 PM,,-8866842.00658339,5393703.15636013
7072,347337,RATHLIN CRT,RDEND,CONN,OPEN,MISS,608180.98,4821070.91,11/8/2001 12:16:47 PM,12/17/2002 2:58:27 PM,-8867832.97520477,5393723.06458672
7073,347260,HAMMOND RD/KING FORREST DR,ROAD,CONN,OPEN,MISS,608066.72,4821074.29,11/8/2001 12:16:46 PM,,-8867990.28603465,5393730.28211658
7074,347505,ROBIN DR/WILL SCARLETT DR,ALLWAY,CONN,OPEN,MISS,608459.08,4821089.97,11/8/2001 12:16:47 PM,,-8867449.51095419,5393743.211243
7075,347422,HAMMOND RD/HAMMOND RD,ROAD,CONN,OPEN,MISS,608316.17,4821095.08,11/8/2001 12:16:47 PM,,-8867646.23823694,5393753.46771201
7076,347208,HAMMOND RD/LADY DI CRT,ROAD,CONN,OPEN,MISS,607993.99,4821128.93,11/8/2001 12:16:46 PM,,-8868089.253059,5393807.42921545
7077,348057,MISSISSAUGA RD/SEVENOAKS DR,ROAD,CONN,OPEN,MISS,609179.73,4821131.04,11/8/2001 12:16:49 PM,,-8866455.98867007,5393783.85888121
7078,348574,IFIELD RD/SHANNON DR,ROAD,CONN,OPEN,MISS,609924.86,4821141.61,11/8/2001 12:16:51 PM,,-8865429.4316603,5393781.67218019
7079,347659,LIONHEART CRES,RDEND,CONN,OPEN,MISS,608681.75,4821147.49,11/8/2001 12:16:48 PM,12/17/2002 2:54:18 PM,-8867141.51992386,5393817.74845081
7080,348706,LIMERICK CRT/SHANNON DR,ROAD,CONN,OPEN,MISS,610106.62,4821173.92,11/8/2001 12:16:51 PM,12/17/2002 2:37:43 PM,-8865178.34758601,5393822.2165659
7081,348122,MISSISSAUGA RD/SPRINGBANK RD,ROAD,CONN,OPEN,MISS,609275.12,4821187.73,11/8/2001 12:16:49 PM,,-8866323.33100937,5393860.0731783
7082,348599,IFIELD RD/TIPPERARY CRT,ROAD,CONN,OPEN,MISS,609959.35,4821191.88,11/8/2001 12:16:51 PM,,-8865380.78074089,5393850.37513541
7083,348683,LIMERICK CRT,RDEND,CONN,OPEN,MISS,610073.63,4821194.25,11/8/2001 12:16:51 PM,12/17/2002 2:38:09 PM,-8865223.32022491,5393851.06618465
7084,348017,CHESBRO CRT,RDEND,CONN,OPEN,MISS,609130.58,4821200.83,11/8/2001 12:16:49 PM,,-8866522.11596929,5393881.42766969
7085,347256,LADY DI CRT,RDEND,CONN,OPEN,MISS,608055.34,4821206.51,11/8/2001 12:16:46 PM,12/17/2002 2:58:59 PM,-8868003.03066492,5393913.29723256
7086,347591,LIONHEART CRES/WILL SCARLETT DR,ROAD,CONN,OPEN,MISS,608586.13,4821210.58,11/8/2001 12:16:48 PM,,-8867271.82127984,5393907.09133048
7087,347336,HAMMOND RD/KING FORREST DR,ALLWAY,CONN,OPEN,MISS,608185.49,4821220.52,11/8/2001 12:16:47 PM,,-8867823.44687363,5393929.76680907
7088,348827,INDIAN RD/SOUTH SHERIDAN WAY,ALLWAY,CONN,OPEN,MISS,610338.61,4821247.76,11/8/2001 12:16:52 PM,,-8864857.13903882,5393919.02259613
7089,348169,GLEN OAKS BLVD/MISSISSAUGA RD,ROAD,CONN,OPEN,MISS,609348.89,4821247.9,11/8/2001 12:16:49 PM,,-8866220.36415622,5393941.58962779
7090,347417,ROBIN DR/SHERWOOD FORREST CIR/UNNAMED UWLK,ALLWAY,CONN,OPEN,MISS,608313.95,4821283.98,11/8/2001 12:16:47 PM,,-8867645.09774732,5394014.63320022
7091,347638,PRINCE JOHN BLVD/WILL SCARLETT DR,ROAD,CONN,OPEN,MISS,608657.16,4821297.08,11/8/2001 12:16:48 PM,,-8867172.06755001,5394025.07758017
7092,348913,CALGARY CRT/COTTONWOOD CRT,ROAD,CONN,OPEN,MISS,610471.02,4821300.37,11/8/2001 12:16:52 PM,,-8864673.56350605,5393988.7448609
7093,347864,MISSISSAUGA RD,WATER,BYPASS,OPEN,MISS,608953.66,4821305.8,11/8/2001 12:16:48 PM,,-8866763.46113393,5394030.49575569
7094,347456,PRINCE JOHN BLVD/SHERWOOD FORREST CIR,ROAD,CONN,OPEN,MISS,608391.39,4821309.63,11/8/2001 12:16:47 PM,,-8867537.86497867,5394048.35336239
7095,348674,IFIELD RD/SHANNON DR,ROAD,CONN,OPEN,MISS,610061.76,4821312.57,11/8/2001 12:16:51 PM,,-8865237.00701991,5394014.89502965
7096,347209,PITAGORA CRT,RDEND,CONN,OPEN,MISS,608005.5,4821307.58,11/8/2001 12:16:46 PM,8/28/2008 11:27:01 AM,-8868069.44001465,5394054.11314237
7097,348809,NORTH SHERIDAN WAY/PORTWAY AVE,ROAD,CONN,OPEN,MISS,610304.76,4821316.39,11/8/2001 12:16:52 PM,,-8864902.20623225,5394014.66172331
7098,348013,BLYTHE RD,RDEND,CONN,OPEN,MISS,609123.92,4821337.42,11/8/2001 12:16:49 PM,,-8866528.24361735,5394070.3834949
7099,348878,CALGARY CRT/SOUTH SHERIDAN WAY,ROAD,CONN,OPEN,MISS,610406.34,4821336.3,11/8/2001 12:16:52 PM,,-8864761.84591893,5394039.88114238
7100,348491,BUNSDEN AVE/PORTWAY AVE,ROAD,CONN,OPEN,MISS,609831.05,4821338.89,11/8/2001 12:16:50 PM,,-8865554.19584559,5394056.48675546
7101,348095,CHESBRO CRT/GLEN OAKS BLVD,ROAD,CONN,OPEN,MISS,609239.63,4821345.84,11/8/2001 12:16:49 PM,,-8866368.6740705,5394079.41517143
7102,348782,BEEMER AVE/PORTWAY AVE,ROAD,CONN,OPEN,MISS,610263.04,4821346.42,11/8/2001 12:16:51 PM,,-8864958.99686565,5394057.11693823
7103,347248,HAMMOND RD/PITAGORA CRT,ROAD,CONN,OPEN,MISS,608050.51,4821349.29,11/8/2001 12:16:46 PM,,-8868006.52520978,5394110.76484773
7104,348947,COTTONWOOD CRT,RDEND,CONN,OPEN,MISS,610508.51,4821355.66,11/8/2001 12:16:52 PM,,-8864620.66820856,5394064.32038899
7105,347495,MAID MARIAN PL/SHERWOOD FORREST CIR,ROAD,CONN,OPEN,MISS,608447.08,4821358.83,11/8/2001 12:16:47 PM,,-8867460.06122401,5394115.12197343
7106,348434,ATRIUM CRT/PORTWAY AVE,ROAD,CONN,OPEN,MISS,609749.93,4821366.04,11/8/2001 12:16:50 PM,,-8865665.32080519,5394095.84409639
7107,348174,CHESBRO CRT,RDEND,CONN,OPEN,MISS,609364.43,4821384.66,11/8/2001 12:16:49 PM,,-8866195.89071308,5394130.2752056
7108,348271,GLATT'S LANE/MISSISSAUGA RD,ROAD,CONN,OPEN,MISS,609509.48,4821378.45,11/8/2001 12:16:50 PM,,-8865996.23584437,5394118.42822998
7109,348707,IFIELD RD/PORTWAY AVE,ROAD,CONN,OPEN,MISS,610109.21,4821398.08,11/8/2001 12:16:51 PM,,-8865169.71786248,5394132.00909387
7110,348451,ATRIUM CRT,RDEND,CONN,OPEN,MISS,609769.57,4821423.47,11/8/2001 12:16:50 PM,,-8865636.97998693,5394174.79325318
7111,347626,PRINCE JOHN BLVD/ST.WYNTEN'S CRT,ROAD,CONN,OPEN,MISS,608640.52,4821431.01,11/8/2001 12:16:48 PM,12/17/2002 2:55:37 PM,-8867191.99405345,5394210.57496285
7112,348810,BEEMER AVE/OBECK CRES,ROAD,CONN,OPEN,MISS,610305.89,4821432.72,11/8/2001 12:16:52 PM,,-8864898.02350869,5394175.43139645
7113,347718,PRINCE JOHN BLVD/WILL SCARLETT DR,ROAD,CONN,OPEN,MISS,608772.15,4821436.89,11/8/2001 12:16:48 PM,,-8867010.55828624,5394215.76623588
7114,348563,BUNSDEN AVE/HESWALL CRT,ROAD,CONN,OPEN,MISS,609910.19,4821443.8,11/8/2001 12:16:51 PM,,-8865442.82498975,5394199.71931274
7115,348318,MISSISSAUGA RD/PORTWAY AVE,ROAD,CONN,OPEN,MISS,609590.9,4821444.19,11/8/2001 12:16:50 PM,,-8865882.60907222,5394207.46756307
7116,347275,DEER'S WOLD/KING FORREST DR,ALLWAY,CONN,OPEN,MISS,608093.78,4821448.88,11/8/2001 12:16:47 PM,,-8867944.70568883,5394247.47490726
